Hours,Filename,x,y,d,d_err,R_sun,B_0
0.0,20201124_0730_hmiigr_512.jpg,72,350,206.1892334725555,0.7071067811865476,240.35360717773438,6.899554516390546
1.5,20201124_0900_hmiigr_512.jpg,74,350,204.41624201613726,0.7071067811865476,240.37075805664062,6.867735618310619
3.0,20201124_1030_hmiigr_512.jpg,76,350,202.64747716169575,0.7071067811865476,240.39657592773438,6.836150060361091
4.5,20201124_1200_hmiigr_512.jpg,78,350,200.8830505542964,0.7071067811865476,240.4048614501953,6.804052838035294
6.0,20201124_1330_hmiigr_512.jpg,80,350,199.12307751739877,0.7071067811865476,240.43429565429688,6.772540590117
7.5,20201124_1500_hmiigr_512.jpg,82,350,197.3676771915807,0.7071067811865476,240.44711303710938,6.740546083838103
9.0,20201124_1630_hmiigr_512.jpg,85,350,194.74342094150447,0.7071067811865476,240.4766845703125,6.709007035935059
10.5,20201124_1800_hmiigr_512.jpg,87,350,193.0,0.7071067811865476,240.48526000976562,6.676872770700332
12.0,20201124_1930_hmiigr_512.jpg,88,350,192.13016421166145,0.7071067811865476,240.47845458984375,6.644298522748244
13.5,20201124_2100_hmiigr_512.jpg,91,350,189.52836199366047,0.7071067811865476,240.4927978515625,6.612303270684175
15.0,20201124_2230_hmiigr_512.jpg,93,350,187.8004259846074,0.7071067811865476,240.4766845703125,6.579462349109829
16.5,20201125_0000_hmiigr_512.jpg,96,350,185.21878954360974,0.7071067811865476,240.4766845703125,6.547055948489165
18.0,20201125_0130_hmiigr_512.jpg,98,350,183.50476833041697,0.7071067811865476,240.4337615966797,6.5134782316057604
19.5,20201125_0300_hmiigr_512.jpg,101,350,180.9447429465692,0.7071067811865476,240.4245147705078,6.480811343851536
21.0,20201125_0430_hmiigr_512.jpg,102,350,180.09441968034434,0.7071067811865476,240.42320251464844,6.448351254446903
22.5,20201125_0600_hmiigr_512.jpg,104,349,177.867928531256,0.7071067811865476,240.4320831298828,6.416159213444058
24.0,20201125_0730_hmiigr_512.jpg,108,350,175.025712396779,0.7071067811865476,240.4245147705078,6.3835153379084355
25.5,20201125_0900_hmiigr_512.jpg,110,350,173.34935823359717,0.7071067811865476,240.42457580566406,6.351070732515487
27.0,20201125_1030_hmiigr_512.jpg,112,350,171.67993476233616,0.7071067811865476,240.4323272705078,6.318819718143635
28.5,20201125_1200_hmiigr_512.jpg,115,350,169.1892431568863,0.7071067811865476,240.43455505371094,6.286417878233026
30.0,20201125_1330_hmiigr_512.jpg,118,350,166.715326230074,0.7071067811865476,240.48472595214844,6.255249785831182
31.5,20201125_1500_hmiigr_512.jpg,120,350,165.07574019219177,0.7071067811865476,240.47845458984375,6.222603334430374
33.0,20201125_1630_hmiigr_512.jpg,123,350,162.63148526653748,0.7071067811865476,240.4995574951172,6.190654708349741
34.5,20201125_1800_hmiigr_512.jpg,126,350,160.20611723651504,0.7071067811865476,240.51406860351562,6.158523086248309
36.0,20201125_1930_hmiigr_512.jpg,128,350,158.60012610335465,0.7071067811865476,240.5380401611328,6.126619998167336
37.5,20201125_2100_hmiigr_512.jpg,131,349,155.60205654167942,0.7071067811865476,240.5138397216797,6.093485668573017
39.0,20201125_2230_hmiigr_512.jpg,134,349,153.22206107476822,0.7071067811865476,240.51406860351562,6.060964999377336
40.5,20201126_0000_hmiigr_512.jpg,137,349,150.86417732516887,0.7071067811865476,240.52777099609375,6.02877347491911
42.0,20201126_0130_hmiigr_512.jpg,140,349,148.52945835759317,0.7071067811865476,240.52777099609375,5.99623234248618
43.5,20201126_0300_hmiigr_512.jpg,142,349,146.98639392814562,0.7071067811865476,240.47845458984375,5.962459948216293
45.0,20201126_0430_hmiigr_512.jpg,145,349,144.69277798148738,0.7071067811865476,240.4766845703125,5.929864838793923
46.5,20201126_0600_hmiigr_512.jpg,148,350,143.0873858870865,0.7071067811865476,240.4659881591797,5.897042802763792
48.0,20201126_0730_hmiigr_512.jpg,151,349,140.18559127100045,0.7071067811865476,240.4643096923828,5.8644392890593755
49.5,20201126_0900_hmiigr_512.jpg,154,349,137.97463535012514,0.7071067811865476,240.47821044921875,5.832205566696092
51.0,20201126_1030_hmiigr_512.jpg,157,349,135.79396157414365,0.7071067811865476,240.4766845703125,5.799591730222723
52.5,20201126_1200_hmiigr_512.jpg,160,350,134.35028842544403,0.7071067811865476,240.487548828125,5.767266943744574
54.0,20201126_1330_hmiigr_512.jpg,163,350,132.24598292575845,0.7071067811865476,240.5138397216797,5.735298578347749
55.5,20201126_1500_hmiigr_512.jpg,166,350,130.17680284904833,0.7071067811865476,240.53892517089844,5.703290201981443
57.0,20201126_1630_hmiigr_512.jpg,169,349,127.40486646906389,0.7071067811865476,240.58168029785156,5.671683085276054
58.5,20201126_1800_hmiigr_512.jpg,173,350,125.49501982150527,0.7071067811865476,240.59898376464844,5.639459304895195
60.0,20201126_1930_hmiigr_512.jpg,176,350,123.5556554755791,0.7071067811865476,240.62925720214844,5.607528775727861
61.5,20201126_2100_hmiigr_512.jpg,179,350,121.65936051122412,0.7071067811865476,240.5990447998047,5.574180200802501
63.0,20201126_2230_hmiigr_512.jpg,182,350,119.80818002123227,0.7071067811865476,240.59539794921875,5.541447387832432
64.5,20201127_0000_hmiigr_512.jpg,185,350,118.00423721205946,0.7071067811865476,240.58331298828125,5.508513863350806
66.0,20201127_0130_hmiigr_512.jpg,188,350,116.2497311824849,0.7071067811865476,240.54359436035156,5.474946160410016
67.5,20201127_0300_hmiigr_512.jpg,192,350,113.99122773266372,0.7071067811865476,240.51406860351562,5.44161555815649
