Hours,Filename,x,y,d,d_err,R_sun,B_0
0.0,20201224_1800_hmiigr_512.jpg,135,316,134.6142637315972,0.7071067811865476,241.3948974609375,-9.087465068653067
1.5,20201224_1930_hmiigr_512.jpg,138,315,131.48764200486676,0.7071067811865476,241.38758850097656,-9.118941823853163
3.0,20201224_2100_hmiigr_512.jpg,141,315,128.82546332150332,0.7071067811865476,241.39706420898438,-9.151035942857296
4.5,20201224_2230_hmiigr_512.jpg,144,316,126.65701717630967,0.7071067811865476,241.3669891357422,-9.181619459536892
6.0,20201225_0000_hmiigr_512.jpg,148,316,123.1665539016173,0.7071067811865476,241.36346435546875,-9.21319995746763
7.5,20201225_0130_hmiigr_512.jpg,150,315,120.93386622447825,0.7071067811865476,241.33438110351562,-9.243783570928535
9.0,20201225_0300_hmiigr_512.jpg,153,315,118.33849753989612,0.7071067811865476,241.33248901367188,-9.275400245653602
10.5,20201225_0430_hmiigr_512.jpg,156,315,115.76268828944843,0.7071067811865476,241.2980194091797,-9.30574306447854
12.0,20201225_0600_hmiigr_512.jpg,159,316,113.74093370462545,0.7071067811865476,241.25485229492188,-9.335731696276055
13.5,20201225_0730_hmiigr_512.jpg,162,315,110.6752004741803,0.7071067811865476,241.25485229492188,-9.367376507050883
15.0,20201225_0900_hmiigr_512.jpg,165,315,108.16653826391968,0.7071067811865476,241.25485229492188,-9.399008533933703
16.5,20201225_1030_hmiigr_512.jpg,168,315,105.68348972285122,0.7071067811865476,241.25485229492188,-9.430627776573289
18.0,20201225_1200_hmiigr_512.jpg,171,315,103.22790320451152,0.7071067811865476,241.31988525390625,-9.464784886285429
19.5,20201225_1330_hmiigr_512.jpg,174,315,100.80178569846865,0.7071067811865476,241.3282470703125,-9.496720337583803
21.0,20201225_1500_hmiigr_512.jpg,177,315,98.40731680114035,0.7071067811865476,241.35289001464844,-9.529288014087921
22.5,20201225_1630_hmiigr_512.jpg,181,315,95.26804291051643,0.7071067811865476,241.36273193359375,-9.561267237289652
24.0,20201225_1800_hmiigr_512.jpg,184,315,92.9569792968769,0.7071067811865476,241.40594482421875,-9.594558347627894
25.5,20201225_1930_hmiigr_512.jpg,187,315,90.68627239003708,0.7071067811865476,241.4120330810547,-9.626371822660303
27.0,20201225_2100_hmiigr_512.jpg,190,314,87.78382538941898,0.7071067811865476,241.41188049316406,-9.657928633515601
28.5,20201225_2230_hmiigr_512.jpg,193,314,85.58621384311844,0.7071067811865476,241.40594482421875,-9.689236285231921
30.0,20201226_0000_hmiigr_512.jpg,197,315,83.45058418010026,0.7071067811865476,241.36346435546875,-9.719062238857896
31.5,20201226_0130_hmiigr_512.jpg,200,314,80.65977932030313,0.7071067811865476,241.3520965576172,-9.750125398068294
33.0,20201226_0300_hmiigr_512.jpg,203,314,78.64477096412705,0.7071067811865476,241.3388671875,-9.78109313983175
34.5,20201226_0430_hmiigr_512.jpg,206,314,76.69419795525604,0.7071067811865476,241.30960083007812,-9.811396796921546
36.0,20201226_0600_hmiigr_512.jpg,209,314,74.81310045707235,0.7071067811865476,241.25497436523438,-9.84064560197566
37.5,20201226_0730_hmiigr_512.jpg,212,313,72.20110802473879,0.7071067811865476,241.25485229492188,-9.872097677829649
39.0,20201226_0900_hmiigr_512.jpg,216,314,70.7248188403477,0.7071067811865476,241.27867126464844,-9.904523922563929
40.5,20201226_1030_hmiigr_512.jpg,219,313,68.26419266350405,0.7071067811865476,241.2958984375,-9.93666792367737
42.0,20201226_1200_hmiigr_512.jpg,222,313,66.73080248281148,0.7071067811865476,241.3345184326172,-9.969691580333162
43.5,20201226_1330_hmiigr_512.jpg,225,314,66.18912297349165,0.7071067811865476,241.33438110351562,-10.001106363285757
45.0,20201226_1500_hmiigr_512.jpg,228,313,63.97655820689325,0.7071067811865476,241.362548828125,-10.033684985032487
46.5,20201226_1630_hmiigr_512.jpg,232,313,62.39390995922599,0.7071067811865476,241.4053497314453,-10.066872569208426
48.0,20201226_1800_hmiigr_512.jpg,235,314,62.297672508690084,0.7071067811865476,241.4223175048828,-10.098977858805139
49.5,20201226_1930_hmiigr_512.jpg,239,314,61.1310068623117,0.7071067811865476,241.41233825683594,-10.129939821840647
51.0,20201226_2100_hmiigr_512.jpg,242,314,60.41522986797286,0.7071067811865476,241.4223175048828,-10.161730675146092
52.5,20201226_2230_hmiigr_512.jpg,245,314,59.841457201508724,0.7071067811865476,241.4134979248047,-10.1927218245135
54.0,20201227_0000_hmiigr_512.jpg,248,314,59.413803110051795,0.7071067811865476,241.38319396972656,-10.222783790350611
55.5,20201227_0130_hmiigr_512.jpg,252,314,59.07622195096772,0.7071067811865476,241.35716247558594,-10.253006585240259
57.0,20201227_0300_hmiigr_512.jpg,255,313,58.0,0.7071067811865476,241.35289001464844,-10.284141194512236
58.5,20201227_0430_hmiigr_512.jpg,258,314,59.07622195096772,0.7071067811865476,241.32254028320312,-10.314143143231634
60.0,20201227_0600_hmiigr_512.jpg,261,314,59.30430001273095,0.7071067811865476,241.33865356445312,-10.346120487976949
61.5,20201227_0730_hmiigr_512.jpg,265,313,58.855755878248644,0.7071067811865476,241.26356506347656,-10.374167596930741
63.0,20201227_0900_hmiigr_512.jpg,268,314,60.41522986797286,0.7071067811865476,241.2953338623047,-10.406791085433643
64.5,20201227_1030_hmiigr_512.jpg,271,314,61.1310068623117,0.7071067811865476,241.3352813720703,-10.439763803064986
66.0,20201227_1200_hmiigr_512.jpg,275,314,62.297672508690084,0.7071067811865476,241.33572387695312,-10.471020029949019
67.5,20201227_1330_hmiigr_512.jpg,278,314,63.324560795950255,0.7071067811865476,241.35638427734375,-10.503147605052146
69.0,20201227_1500_hmiigr_512.jpg,281,313,63.56099432828282,0.7071067811865476,241.36273193359375,-10.534638814349709
70.5,20201227_1630_hmiigr_512.jpg,284,313,64.8459713474939,0.7071067811865476,241.4065704345703,-10.567760053864106
72.0,20201227_1800_hmiigr_512.jpg,288,314,67.60177512462228,0.7071067811865476,241.42071533203125,-10.599580332631907
73.5,20201227_1930_hmiigr_512.jpg,291,314,69.1158447825099,0.7071067811865476,241.428466796875,-10.63110572158527
75.0,20201227_2100_hmiigr_512.jpg,294,313,69.8927750200262,0.7071067811865476,241.4340362548828,-10.662523941449743
76.5,20201227_2230_hmiigr_512.jpg,297,314,72.42237223399962,0.7071067811865476,241.4216766357422,-10.693140880343936
78.0,20201228_0000_hmiigr_512.jpg,301,314,74.81310045707235,0.7071067811865476,241.38755798339844,-10.722771046534925
79.5,20201228_0130_hmiigr_512.jpg,304,314,76.69419795525604,0.7071067811865476,241.36273193359375,-10.752797803028173
81.0,20201228_0300_hmiigr_512.jpg,307,314,78.64477096412705,0.7071067811865476,241.3520965576172,-10.783435173669892
82.5,20201228_0430_hmiigr_512.jpg,310,313,79.93122043357026,0.7071067811865476,241.34979248046875,-10.8144345169367
84.0,20201228_0600_hmiigr_512.jpg,314,314,83.43860018001261,0.7071067811865476,241.33572387695312,-10.844887592443545
85.5,20201228_0730_hmiigr_512.jpg,317,314,85.58621384311844,0.7071067811865476,241.29180908203125,-10.87397920207432
87.0,20201228_0900_hmiigr_512.jpg,320,314,87.78382538941898,0.7071067811865476,241.29844665527344,-10.905335594352913
88.5,20201228_1030_hmiigr_512.jpg,323,314,90.02777349240623,0.7071067811865476,241.3352813720703,-10.938045311201057
90.0,20201228_1200_hmiigr_512.jpg,326,314,92.31467922275417,0.7071067811865476,241.3345184326172,-10.969042824143516
91.5,20201228_1330_hmiigr_512.jpg,329,314,94.64142856064674,0.7071067811865476,241.3814697265625,-11.00220636622293
93.0,20201228_1500_hmiigr_512.jpg,332,314,97.0051545022222,0.7071067811865476,241.37106323242188,-11.032743213436781
94.5,20201228_1630_hmiigr_512.jpg,336,314,100.20977996183805,0.7071067811865476,241.4223175048828,-11.066090928479152
96.0,20201228_1800_hmiigr_512.jpg,339,314,102.6498904042279,0.7071067811865476,241.428466796875,-11.097365724926593
97.5,20201228_1930_hmiigr_512.jpg,342,314,105.11898020814318,0.7071067811865476,241.428466796875,-11.128345844869486
99.0,20201228_2100_hmiigr_512.jpg,345,314,107.61505470890214,0.7071067811865476,241.44161987304688,-11.159916905926517
100.5,20201228_2230_hmiigr_512.jpg,348,314,110.13627921806692,0.7071067811865476,241.4315948486328,-11.190408427326712
102.0,20201229_0000_hmiigr_512.jpg,351,314,112.6809655620682,0.7071067811865476,241.4120330810547,-11.220437105246033
103.5,20201229_0130_hmiigr_512.jpg,354,314,115.24755962709145,0.7071067811865476,241.37106323242188,-11.249454412886157
