Hours,Filename,x,y,d,d_err,R_sun,B_0
0.0,20201124_0730_hmiigr_512.jpg,39,328,228.0021929719098,0.7071067811865476,240.35360717773438,6.899554516390546
1.5,20201124_0900_hmiigr_512.jpg,40,328,227.05505940189926,0.7071067811865476,240.37075805664062,6.867735618310619
3.0,20201124_1030_hmiigr_512.jpg,41,328,226.10838109190027,0.7071067811865476,240.39657592773438,6.836150060361091
4.5,20201124_1200_hmiigr_512.jpg,42,328,225.16216378423795,0.7071067811865476,240.4048614501953,6.804052838035294
6.0,20201124_1330_hmiigr_512.jpg,44,328,223.27113561766106,0.7071067811865476,240.43429565429688,6.772540590117
7.5,20201124_1500_hmiigr_512.jpg,45,329,222.6566864030811,0.7071067811865476,240.44711303710938,6.740546083838103
9.0,20201124_1630_hmiigr_512.jpg,46,328,221.38202275704322,0.7071067811865476,240.4766845703125,6.709007035935059
10.5,20201124_1800_hmiigr_512.jpg,48,329,219.82947936980608,0.7071067811865476,240.48526000976562,6.676872770700332
12.0,20201124_1930_hmiigr_512.jpg,49,329,218.8880992653552,0.7071067811865476,240.47845458984375,6.644298522748244
13.5,20201124_2100_hmiigr_512.jpg,51,329,217.00691233230336,0.7071067811865476,240.4927978515625,6.612303270684175
15.0,20201124_2230_hmiigr_512.jpg,52,328,215.72667892497674,0.7071067811865476,240.4766845703125,6.579462349109829
16.5,20201125_0000_hmiigr_512.jpg,54,329,214.18916872708573,0.7071067811865476,240.4766845703125,6.547055948489165
18.0,20201125_0130_hmiigr_512.jpg,56,329,212.31344752511558,0.7071067811865476,240.4337615966797,6.5134782316057604
19.5,20201125_0300_hmiigr_512.jpg,57,329,211.3764414498456,0.7071067811865476,240.4245147705078,6.480811343851536
21.0,20201125_0430_hmiigr_512.jpg,59,329,209.5041765693467,0.7071067811865476,240.42320251464844,6.448351254446903
22.5,20201125_0600_hmiigr_512.jpg,60,329,208.568933448872,0.7071067811865476,240.4320831298828,6.416159213444058
24.0,20201125_0730_hmiigr_512.jpg,62,329,206.70026608594387,0.7071067811865476,240.4245147705078,6.3835153379084355
25.5,20201125_0900_hmiigr_512.jpg,64,329,204.83407919582132,0.7071067811865476,240.42457580566406,6.351070732515487
27.0,20201125_1030_hmiigr_512.jpg,66,329,202.97044119772713,0.7071067811865476,240.4323272705078,6.318819718143635
28.5,20201125_1200_hmiigr_512.jpg,68,329,201.10942295178512,0.7071067811865476,240.43455505371094,6.286417878233026
30.0,20201125_1330_hmiigr_512.jpg,70,330,199.6246477767713,0.7071067811865476,240.48472595214844,6.255249785831182
31.5,20201125_1500_hmiigr_512.jpg,72,329,197.39554199626699,0.7071067811865476,240.47845458984375,6.222603334430374
33.0,20201125_1630_hmiigr_512.jpg,74,329,195.54283418218117,0.7071067811865476,240.4995574951172,6.190654708349741
34.5,20201125_1800_hmiigr_512.jpg,76,329,193.6930561481232,0.7071067811865476,240.51406860351562,6.158523086248309
36.0,20201125_1930_hmiigr_512.jpg,78,330,192.23423212320952,0.7071067811865476,240.5380401611328,6.126619998167336
37.5,20201125_2100_hmiigr_512.jpg,80,329,190.0026315607234,0.7071067811865476,240.5138397216797,6.093485668573017
39.0,20201125_2230_hmiigr_512.jpg,82,330,188.55768348173987,0.7071067811865476,240.51406860351562,6.060964999377336
40.5,20201126_0000_hmiigr_512.jpg,85,329,185.40765895722862,0.7071067811865476,240.52777099609375,6.02877347491911
42.0,20201126_0130_hmiigr_512.jpg,87,329,183.5755975068582,0.7071067811865476,240.52777099609375,5.99623234248618
43.5,20201126_0300_hmiigr_512.jpg,89,329,181.7470770053813,0.7071067811865476,240.47845458984375,5.962459948216293
45.0,20201126_0430_hmiigr_512.jpg,91,330,180.33579788827288,0.7071067811865476,240.4766845703125,5.929864838793923
46.5,20201126_0600_hmiigr_512.jpg,93,330,178.51890656174209,0.7071067811865476,240.4659881591797,5.897042802763792
48.0,20201126_0730_hmiigr_512.jpg,96,329,175.37673733993344,0.7071067811865476,240.4643096923828,5.8644392890593755
49.5,20201126_0900_hmiigr_512.jpg,98,330,173.99425277864785,0.7071067811865476,240.47821044921875,5.832205566696092
51.0,20201126_1030_hmiigr_512.jpg,101,329,170.85666507338834,0.7071067811865476,240.4766845703125,5.799591730222723
52.5,20201126_1200_hmiigr_512.jpg,104,329,168.15766411317682,0.7071067811865476,240.487548828125,5.767266943744574
54.0,20201126_1330_hmiigr_512.jpg,106,330,166.8112706024386,0.7071067811865476,240.5138397216797,5.735298578347749
55.5,20201126_1500_hmiigr_512.jpg,108,330,165.0272704737008,0.7071067811865476,240.53892517089844,5.703290201981443
57.0,20201126_1630_hmiigr_512.jpg,111,329,161.90120444270946,0.7071067811865476,240.58168029785156,5.671683085276054
58.5,20201126_1800_hmiigr_512.jpg,114,329,159.2388143638353,0.7071067811865476,240.59898376464844,5.639459304895195
60.0,20201126_1930_hmiigr_512.jpg,115,330,158.8238017426859,0.7071067811865476,240.62925720214844,5.607528775727861
61.5,20201126_2100_hmiigr_512.jpg,119,329,154.82893786369524,0.7071067811865476,240.5990447998047,5.574180200802501
63.0,20201126_2230_hmiigr_512.jpg,121,329,153.07514494521962,0.7071067811865476,240.59539794921875,5.541447387832432
64.5,20201127_0000_hmiigr_512.jpg,123,329,151.32745950421557,0.7071067811865476,240.58331298828125,5.508513863350806
66.0,20201127_0130_hmiigr_512.jpg,127,329,147.85127662620977,0.7071067811865476,240.54359436035156,5.474946160410016
67.5,20201127_0300_hmiigr_512.jpg,129,329,146.12323566086263,0.7071067811865476,240.51406860351562,5.44161555815649
69.0,20201127_0430_hmiigr_512.jpg,133,329,142.68847185389575,0.7071067811865476,240.5138397216797,5.408947539041829
