Hours,Filename,x,y,d,d_err,R_sun,B_0
0.0,20240609_1930_hmiigr_512.jpg,168,315,105.68348972285122,0.7071067811865476,233.82037353515625,1.8980303602333792
1.5,20240609_2100_hmiigr_512.jpg,171,315,103.22790320451152,0.7071067811865476,233.82037353515625,1.9284935229124425
3.0,20240609_2230_hmiigr_512.jpg,174,315,100.80178569846865,0.7071067811865476,233.81997680664062,1.9589533290472523
4.5,20240610_0000_hmiigr_512.jpg,177,315,98.40731680114035,0.7071067811865476,233.81997680664062,1.9894122932679645
6.0,20240610_0130_hmiigr_512.jpg,180,315,96.04686356149273,0.7071067811865476,233.7903289794922,2.019606948254321
7.5,20240610_0300_hmiigr_512.jpg,183,315,93.72299611087985,0.7071067811865476,233.77066040039062,2.0498813525559565
9.0,20240610_0430_hmiigr_512.jpg,187,315,90.68627239003708,0.7071067811865476,233.71841430664062,2.0798606917771196
10.5,20240610_0600_hmiigr_512.jpg,190,315,88.45903006477066,0.7071067811865476,233.71841430664062,2.1102899717654227
12.0,20240610_0730_hmiigr_512.jpg,193,315,86.27861844049197,0.7071067811865476,233.69140625,2.140467760013681
13.5,20240610_0900_hmiigr_512.jpg,196,315,84.1486779456457,0.7071067811865476,233.6957550048828,2.1709297710932636
15.0,20240610_1030_hmiigr_512.jpg,199,315,82.07313811473277,0.7071067811865476,233.71841430664062,2.20156127911997
16.5,20240610_1200_hmiigr_512.jpg,203,315,79.39773296511683,0.7071067811865476,233.70166015625,2.2318140975545453
18.0,20240610_1330_hmiigr_512.jpg,206,315,77.46612162745726,0.7071067811865476,233.74252319335938,2.262620250457346
19.5,20240610_1500_hmiigr_512.jpg,209,315,75.6042326857432,0.7071067811865476,233.75335693359375,2.2931383299078356
21.0,20240610_1630_hmiigr_512.jpg,212,315,73.81734213584231,0.7071067811865476,233.77659606933594,2.3237784216000694
22.5,20240610_1800_hmiigr_512.jpg,216,315,71.56116265125938,0.7071067811865476,233.7786102294922,2.354206699372513
24.0,20240610_1930_hmiigr_512.jpg,219,315,69.9714227381436,0.7071067811865476,233.77923583984375,2.384617217637868
25.5,20240610_2100_hmiigr_512.jpg,222,315,68.47627326307996,0.7071067811865476,233.80078125,2.4152439671523718
27.0,20240610_2230_hmiigr_512.jpg,226,315,66.64082832618455,0.7071067811865476,233.7782440185547,2.4454069977399797
28.5,20240611_0000_hmiigr_512.jpg,229,315,65.39113089708727,0.7071067811865476,233.7570037841797,2.4755737825095716
30.0,20240611_0130_hmiigr_512.jpg,232,315,64.25729530566937,0.7071067811865476,233.73858642578125,2.50576118589296
31.5,20240611_0300_hmiigr_512.jpg,236,315,62.93647591023825,0.7071067811865476,233.7140655517578,2.535877533754525
33.0,20240611_0430_hmiigr_512.jpg,239,315,62.0966987850401,0.7071067811865476,233.68704223632812,2.5659518297511683
34.5,20240611_0600_hmiigr_512.jpg,242,315,61.39218191268331,0.7071067811865476,233.6824188232422,2.5962679273928835
36.0,20240611_0730_hmiigr_512.jpg,245,315,60.8276253029822,0.7071067811865476,233.6998748779297,2.626822799828846
37.5,20240611_0900_hmiigr_512.jpg,249,315,60.29925372672534,0.7071067811865476,233.6998748779297,2.6571836869547814
39.0,20240611_1030_hmiigr_512.jpg,252,315,60.07495318350236,0.7071067811865476,233.67828369140625,2.687288074583958
40.5,20240611_1200_hmiigr_512.jpg,255,315,60.0,0.7071067811865476,233.69448852539062,2.7178222911019576
42.0,20240611_1330_hmiigr_512.jpg,259,315,60.13318551349163,0.7071067811865476,233.7142333984375,2.748402300229682
43.5,20240611_1500_hmiigr_512.jpg,262,315,60.40695324215582,0.7071067811865476,233.7292022705078,2.7789224486555075
45.0,20240611_1630_hmiigr_512.jpg,265,316,61.814237842102365,0.7071067811865476,233.749267578125,2.8095036132299707
46.5,20240611_1800_hmiigr_512.jpg,269,315,61.61168720299745,0.7071067811865476,233.7540283203125,2.8399040028522067
