Hours,Filename,x,y,d,d_err,R_sun,B_0
0.0,20240211_0600_hmiigr_512.jpg,94,198,170.79227148791014,0.7071067811865476,240.4495849609375,-27.770079918623743
3.0,20240211_0900_hmiigr_512.jpg,99,198,166.0873264279969,0.7071067811865476,240.4534149169922,-27.79881448504067
4.5,20240211_1030_hmiigr_512.jpg,101,197,164.5600194457937,0.7071067811865476,240.48452758789062,-27.81650710895105
7.5,20240211_1330_hmiigr_512.jpg,106,196,160.25604512778918,0.7071067811865476,240.50802612304688,-27.847318926593378
9.0,20240211_1500_hmiigr_512.jpg,109,196,157.47063218263906,0.7071067811865476,240.5216064453125,-27.8628846608001
10.5,20240211_1630_hmiigr_512.jpg,111,196,155.6181223379848,0.7071067811865476,240.52777099609375,-27.87755902093249
12.0,20240211_1800_hmiigr_512.jpg,114,195,153.2351134694656,0.7071067811865476,240.57017517089844,-27.89640297269625
15.0,20240211_2100_hmiigr_512.jpg,119,194,149.05368160498418,0.7071067811865476,240.52777099609375,-27.919234847449566
19.5,20240212_0130_hmiigr_512.jpg,127,193,142.22517358048822,0.7071067811865476,240.4911346435547,-27.956334079133345
21.0,20240212_0300_hmiigr_512.jpg,130,193,139.5313584826006,0.7071067811865476,240.45468139648438,-27.965810078393062
22.5,20240212_0430_hmiigr_512.jpg,133,193,136.85028315644803,0.7071067811865476,240.43190002441406,-27.976839356588368
24.0,20240212_0600_hmiigr_512.jpg,136,193,134.18271125595876,0.7071067811865476,240.43190002441406,-27.990480594576084
25.5,20240212_0730_hmiigr_512.jpg,139,193,131.52946437965906,0.7071067811865476,240.42190551757812,-28.00292429793264
27.0,20240212_0900_hmiigr_512.jpg,142,192,129.37542270462347,0.7071067811865476,240.42349243164062,-28.01668302929955
28.5,20240212_1030_hmiigr_512.jpg,145,193,126.26955294131677,0.7071067811865476,240.43190002441406,-28.031199542476784
30.0,20240212_1200_hmiigr_512.jpg,148,192,124.16923934694937,0.7071067811865476,240.42465209960938,-28.04385746281472
33.0,20240212_1500_hmiigr_512.jpg,154,192,119.03780911962384,0.7071067811865476,240.50076293945312,-28.079645186726548
36.0,20240212_1800_hmiigr_512.jpg,160,191,114.54693361238441,0.7071067811865476,240.51882934570312,-28.108528539486723
37.5,20240212_1930_hmiigr_512.jpg,164,191,111.25196627475849,0.7071067811865476,240.50924682617188,-28.120740810840466
